codigo,prompt_ia,descripcionNueva
6182,"Escribe una descripción comercial para una tienda de informática sobre el producto: Rollo Term -1182- Hus 80x30 X10u. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6187,"Escribe una descripción comercial para una tienda de informática sobre el producto: Fichas Hus 1704- N* 3 Rayadas X 100-c/co. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6192,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Hp M510f Negro Bj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6193,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Kangaro 23/6 -1mm X 1000. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6199,"Escribe una descripción comercial para una tienda de informática sobre el producto: Repuesto 10 5. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6200,"Escribe una descripción comercial para una tienda de informática sobre el producto: Repuesto 21. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6201,"Escribe una descripción comercial para una tienda de informática sobre el producto: Pantalla  -  Para Notebook. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6216,"Escribe una descripción comercial para una tienda de informática sobre el producto: Abroch. Kanex  Mod-210 -24/6-26/6. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6237,"Escribe una descripción comercial para una tienda de informática sobre el producto: Rollo Term - 80x60 X 10 Br -48gr. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6238,"Escribe una descripción comercial para una tienda de informática sobre el producto: Broches Petrus 202  X 600 U. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6241,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cuchilla P/grp 350 Troq. 2 Unidades.. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6248,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Hp 258a - Con Chip - Bj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6274,"Escribe una descripción comercial para una tienda de informática sobre el producto: Gaveta Solenoide N5 Cl. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6282,"Escribe una descripción comercial para una tienda de informática sobre el producto: Caset Hasar Sp200  Gtc - 715. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6289,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Hp 60xl Negro Gtc. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6290,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Hp 352u - Amarillo - Bj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6291,"Escribe una descripción comercial para una tienda de informática sobre el producto: Block Hus-6324- Esquela Liso 80hj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6292,"Escribe una descripción comercial para una tienda de informática sobre el producto: Hasar R-6100 - Hshsac0000040410. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6295,"Escribe una descripción comercial para una tienda de informática sobre el producto: Marcador Edding Pintura 790 A Blanco. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6297,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tijera Hm 125 Escolar. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6302,"Escribe una descripción comercial para una tienda de informática sobre el producto: Carp. Lama  A4 - Base Opaca  - Negra. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6307,"Escribe una descripción comercial para una tienda de informática sobre el producto: Registrador Datazone A4 Fashion. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6315,"Escribe una descripción comercial para una tienda de informática sobre el producto: Despojador Ecocuero Liso. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6316,"Escribe una descripción comercial para una tienda de informática sobre el producto: Portaminas Carven. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6317,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Hp M513f Magenta Bj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6334,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Epson T1332 Cyan Coprint. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6340,"Escribe una descripción comercial para una tienda de informática sobre el producto: Libro Unico De Registro Samsung. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
